,ProductImg,Product Brand,Product Model,Tag
204,"https://images-na.ssl-images-amazon.com/images/I/917SylT%2BHTL._AC_UL200_SR200,200_.jpg",Hisense,"Hisense 32H3D Televisor LED, 720p HD, color negro ",2
205,"https://images-na.ssl-images-amazon.com/images/I/71CmmhU7V7L._AC_UL200_SR200,200_.jpg",TV,"TV LG 65"" 4K Smart TV LED 65Nano81Una 2020 ",2
206,"https://images-na.ssl-images-amazon.com/images/I/91zmQQ6C09L._AC_UL200_SR200,200_.jpg",LG,LG Electronics 24LM530S-PU WebOS de 24 Pulgadas HD de 3.5 Smart TV ,2
207,"https://images-na.ssl-images-amazon.com/images/I/81WHxI7O5iL._AC_UL200_SR200,200_.jpg",Hisense,Hisense 40 Serie H5F VIDAA Smart TV FHD (40H5F) ,2
208,"https://images-na.ssl-images-amazon.com/images/I/51VjbWz0yiL._AC_UL200_SR200,200_.jpg",RCA,"RCA Televisor 40 Pulgadas 1080p Full HD TV, Pantalla LED - RLDED4016A (Renovada) ",2
209,"https://images-na.ssl-images-amazon.com/images/I/41NkqRWgYiL._AC_UL200_SR200,200_.jpg",Makena,"Makena Pantalla 24A2 24"" HD Puerto USB HDMI ",2
210,"https://images-na.ssl-images-amazon.com/images/I/6163zwqUltL._AC_UL200_SR200,200_.jpg",Hisense,Hisense Smart TV 65inch 4K 65R6E (Renewed) ,2
211,"https://images-na.ssl-images-amazon.com/images/I/61aAEHge0BL._AC_UL200_SR200,200_.jpg",TCL,"TCL 32""Clase 720P HD LED Roku Smart TV Serie 3 |Alexa y Google Assistant| 32S331 (Renewed) ",2
212,"https://images-na.ssl-images-amazon.com/images/I/61aGRM8DJOL._AC_UL200_SR200,200_.jpg",Hisense,"Hisense 43R6000GM Serie R6 43"" 4K Uhd, Smart TV, Roku TV, Hdr10, Roku Search, (2020) (43"") (43"") ",2
213,"https://images-na.ssl-images-amazon.com/images/I/71Skj2p2B%2BL._AC_UL200_SR200,200_.jpg",TV,"TV Hyundai 50"" 4K UHD Smart Tv LED Hyled5014N4Km ",2
214,"https://images-na.ssl-images-amazon.com/images/I/81im1XH0fXL._AC_UL200_SR200,200_.jpg",TV,"TV Hisense 50"" 4K Smart TV LED 50H6G (2020) ",2
215,"https://images-na.ssl-images-amazon.com/images/I/71TaSzqCl5L._AC_UL200_SR200,200_.jpg",Seiki,Seiki Pantalla 32 SC-32HS880N Television Led Full HD HDMI USB ,2
216,"https://images-na.ssl-images-amazon.com/images/I/81hR-d2IOeL._AC_UL200_SR200,200_.jpg",Sony,Sony XBR-65X850G - clase 65 pulgadas (64.5 pulgadas de vision) - TV LED serie X850G - Smart TV - Android TV - 4K UHD ,2
217,"https://images-na.ssl-images-amazon.com/images/I/712dWGCI6tL._AC_UL200_SR200,200_.jpg",SANSUI,"SANSUI Monitor TV 22"" Led SMX2219 HDMI USB ",2
218,"https://images-na.ssl-images-amazon.com/images/I/71AtB6u9TnL._AC_UL200_SR200,200_.jpg",TV,"TV LG 55"" 4K Smart TV Oled Oled55Bxpua ",2
219,"https://images-na.ssl-images-amazon.com/images/I/71Skj2p2B%2BL._AC_UL200_SR200,200_.jpg",TV,"TV Hyundai 55"" 4K UHD Smart Tv LED Hyled5519N4Km ",2
220,"https://images-na.ssl-images-amazon.com/images/I/61YiMZJsjyL._AC_UL200_SR200,200_.jpg",TV,"TV TCL 50"" 4K UHD Roku Tv LED 50S425 ",2
221,"https://images-na.ssl-images-amazon.com/images/I/81UgYuadkpL._AC_UL200_SR200,200_.jpg",Xiaomi,"Redmi Note 8 Pro, 64GB memoria/6GB RAM 6.53"" HDR, Helio G90T Octa-Core, Gris - Version Global Desbloqueado ",3
222,"https://images-na.ssl-images-amazon.com/images/I/71qqy8kZlTL._AC_UL200_SR200,200_.jpg",Huawei,"Nova 3 PAR-LX9 Pantalla 6.3"" Camara Dual 24 Mpx 16 Mpx, 128 GB ROM 4GB Ram - Desbloqueado (Negro) ",3
223,"https://images-na.ssl-images-amazon.com/images/I/61rI5o2rbAL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS MAX Plata - 256GB - Telcel Prepago ,3
225,"https://images-na.ssl-images-amazon.com/images/I/61fPo-nBDBL._AC_UL85_SR85,85_.jpg",Samsung,"Galaxy S10 128GB SM-G973 6.1"" Dual Sim LTE Libre de Fabrica (Version Internacional) Verde ",3
229,"https://images-na.ssl-images-amazon.com/images/I/61WpoMEdpoL._AC_UL85_SR85,85_.jpg",Apple,"iPhone 7, 128GB, Silver - Fully unlocked- Desbloqueado(Renewed) ",3
230,"https://images-na.ssl-images-amazon.com/images/I/81FuLf%2BHM7L._AC_UL200_SR200,200_.jpg",GHIA,"Smartphone QS702 - Pantalla de 5.5"" HD IPS - 1GB de RAM - 8GB de Memoria - Dual SIM - Camaras de 5mp/8mp - Wi-Fi ",3
232,"https://images-na.ssl-images-amazon.com/images/I/715ocHTopKL._AC_UL200_SR200,200_.jpg",Asus,Zenfone 5Q ,3
234,"https://images-na.ssl-images-amazon.com/images/I/51Z9s8oYeCL._AC_UL200_SR200,200_.jpg",Senwa,"S319 Smartphone Street 1.77"", 30 GB, color Negro/Naranja. Telcel/Desbloqueado ",3
235,"https://images-na.ssl-images-amazon.com/images/I/712WYNz6C0L._AC_UL200_SR200,200_.jpg",Smartphone,Samsung Galaxy S8 Plus color negro. AT&T pre-pago ,3
236,"https://images-na.ssl-images-amazon.com/images/I/51Pwe7f7RyL._AC_UL200_SR200,200_.jpg",Huawei,"E5785Lh-22c (Blanco) 300 Mbps 4G LTE Mobile WiFi (4G LTE en Europa, Asia, Oriente Medio, Africa y 3G Globalmente ",3
237,"https://images-na.ssl-images-amazon.com/images/I/81SlE4wJ8DL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 plus 256GB color gris. Movistar pre-pago ,3
238,"https://images-na.ssl-images-amazon.com/images/I/61RZHJatKEL._AC_UL200_SR200,200_.jpg",Apple,iPhone 6 Dorado 64 GB (Renewed) ,3
239,"https://images-na.ssl-images-amazon.com/images/I/31Ed5pyuiVL._AC_UL200_SR200,200_.jpg",Apple,"iPhone 8 Plus 256GB, Color Dorado ",3
240,"https://images-na.ssl-images-amazon.com/images/I/71Q7Fm%2BkkGL._AC_UL200_SR200,200_.jpg",Smartphone,Samsung Galaxy S8 color plata. AT&T pre-pago ,3
241,"https://images-na.ssl-images-amazon.com/images/I/41JJB8Jr%2B5L._AC_UL200_SR200,200_.jpg",Apple,"APP-A2097- MT9E2LZ/A iPhone Xs, Space, Gray 64GB, Liberado ",3
242,"https://images-na.ssl-images-amazon.com/images/I/51cJfbdigeL._AC_UL200_SR200,200_.jpg",Smartphone,"P30 Lite Huawei Negro, 128 GB ",3
243,"https://images-na.ssl-images-amazon.com/images/I/31NTwK91paL._AC_UL200_SR200,200_.jpg",Apple,Iphone 8 64GB color plata. AT&T prepago ,3
244,"https://images-na.ssl-images-amazon.com/images/I/51MouHYGWKL._AC_UL200_SR200,200_.jpg",Huawei,"e5785lh-22 C Hotspot WiFi, Negro ",3
245,"https://images-na.ssl-images-amazon.com/images/I/71RYhD1uzpL._AC_UL200_SR200,200_.jpg",Apple,"iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed) ",3
246,"https://images-na.ssl-images-amazon.com/images/I/51PGkD9cphL._AC_UL200_SR200,200_.jpg",Smartphone,"Huawei P30 Lite Morado, 128 GB ",3
247,"https://images-na.ssl-images-amazon.com/images/I/61IxOpceG9L._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Gris Espacial - 64GB - Telcel Prepago ,3
248,"https://images-na.ssl-images-amazon.com/images/I/21OxF2OVreL._AC_UL200_SR200,200_.jpg",Alcatel,Smartphone A3 Plus 3g 5011 Negro AT&T pre-Pago ,3
249,"https://images-na.ssl-images-amazon.com/images/I/71%2B3w6OmA6L._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 7 plus 32 GB color negro. Telcel pre-pago ,3
250,"https://images-na.ssl-images-amazon.com/images/I/61NTeCAZQXL._AC_UL200_SR200,200_.jpg",Lenovo,"4203065 4203065 Tab V7 Pb-6505M 6.9 3Gb 32Gb Telefono Movil Dual Sim, Negro ",3
251,"https://images-na.ssl-images-amazon.com/images/I/814ALXDvpSL._AC_UL200_SR200,200_.jpg",Hisense,Smartphone U963 Dorado AT&T pre-Pago ,3
252,"https://images-na.ssl-images-amazon.com/images/I/81huWyIXx4L._AC_UL200_SR200,200_.jpg",SAMSUNG,GALAXY S8 PLUS G955F ORO ,3
253,"https://images-na.ssl-images-amazon.com/images/I/61NhKRmmfBL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Plata - 64GB - Telcel Prepago ,3
254,"https://images-na.ssl-images-amazon.com/images/I/61VO8vLd7XL._AC_UL200_SR200,200_.jpg",Samsung,"SM-G975F Smartphone Galaxy S10 AT&T/Prepago con Bundle Bud, 6.4"", Color Azul ",3
255,"https://images-na.ssl-images-amazon.com/images/I/31r8QsQgMML._AC_UL200_SR200,200_.jpg",Samsung,"SM-G9650 Galaxy S9 Plus - Smartphone 64 GB, Octa Core de 2.5GHa, 12 MP, Android 8 Oreo, AT&T/Prepago, Morado, 6 ",3
256,"https://images-na.ssl-images-amazon.com/images/I/51xkMbRYJnL._AC_UL200_SR200,200_.jpg",Samsung-,Smartphone Galaxy S10e 128 GB Amarillo ,3
257,"https://images-na.ssl-images-amazon.com/images/I/311VbxJgvqL._AC_UL200_SR200,200_.jpg",Samsung,"Galaxy S8 - Smartphone, color Gris Orquidia, Telcel Pre-pago ",3
258,"https://images-na.ssl-images-amazon.com/images/I/41YChKsRYKL._AC_UL200_SR200,200_.jpg",Blade,"A6 Plata 16GB 5.2"" FullHD 13 Mpx RAM 2GB RAM 16GB mas microSD hasta 128GB ",3
259,"https://images-na.ssl-images-amazon.com/images/I/51Y8ODsK6FL._AC_UL200_SR200,200_.jpg",LG,"Q6 PRIME M700H COLOR GRIS - PANTALLA 5"" - CAMARA FRONTAL 5MPX CON GRAN ANGULAR 100 Y TRASERA 13MPX - OCTACORE ",3
260,"https://images-na.ssl-images-amazon.com/images/I/61Oj5%2BRr1KL._AC_UL200_SR200,200_.jpg",Smartphone,Samsung Galaxy S8 color negro. Version internacional ,3
261,"https://images-na.ssl-images-amazon.com/images/I/31N7hdCsROL._AC_UL200_SR200,200_.jpg",Samsung,"SM-G9650 Smartphone Galaxy S9 Plus 6.2"", color Negro. AT&T/Prepago ",3
262,"https://images-na.ssl-images-amazon.com/images/I/81NIinfhx4L._AC_UL200_SR200,200_.jpg",Hisense,Smartphone U963 Negro AT&T pre-Pago ,3
263,"https://images-na.ssl-images-amazon.com/images/I/61BeFQhKlJL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 64GB color dorado (AT&T) ,3
264,"https://images-na.ssl-images-amazon.com/images/I/51pYtzMePOL._AC_UL200_SR200,200_.jpg",Samsung,"Galaxy S8 - Smartphone, color Gris Orquidia, Version internacional ",3
265,"https://images-na.ssl-images-amazon.com/images/I/61IxOpceG9L._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Gris Espacial - 512GB - Telcel Prepago ,3
266,"https://images-na.ssl-images-amazon.com/images/I/31k-Aos8XML._AC_UL200_SR200,200_.jpg",SAMSUNG,"SM-G9600 Smartphone Galaxy S9 S 5.8"", Color Morado. AT&T/Prepago ",3
267,"https://images-na.ssl-images-amazon.com/images/I/61Yz1jppwdL._AC_UL200_SR200,200_.jpg",Smartphone,Samsung Galaxy S8 color negro. AT&T pre-pago ,3
268,"https://images-na.ssl-images-amazon.com/images/I/61ezYB5jJWL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Oro - 64GB - Telcel Prepago ,3
269,"https://images-na.ssl-images-amazon.com/images/I/61NhKRmmfBL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Plata - 512GB - Telcel Prepago ,3
276,"https://images-na.ssl-images-amazon.com/images/I/61vZ61imCPL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone 8 Plus 64GB Color Gris. Desbloqueado o Liberado ,3
277,"https://images-na.ssl-images-amazon.com/images/I/31djxUtIq3L._AC_UL200_SR200,200_.jpg",Samsung,"Galaxy J7 Prime, 32 Gb, 3 Gb Ram, Camara de 13 MPX, Lector de huella dactilar,Pantalla brillante 1080p Full HD ",3
278,"https://images-na.ssl-images-amazon.com/images/I/71UDatfCCpL._AC_UL200_SR200,200_.jpg",ZTE,Smartphone Blade L110 Negro AT&T pre-Pago ,3
279,"https://images-na.ssl-images-amazon.com/images/I/31Pvw14nx1L._AC_UL200_SR200,200_.jpg",Apple,"iPhone 7 plus 128 GB, rosa dorado ",3
280,"https://images-na.ssl-images-amazon.com/images/I/51xHLxgGgkL._AC_UL200_SR200,200_.jpg",Smartphone,"Apple iPhone 7 32 GB, plateado. Telcel pre-pago ",3
281,"https://images-na.ssl-images-amazon.com/images/I/418ZGBsqCnL._AC_UL200_SR200,200_.jpg",Hisense,"F23 - Smartphone 5.5"", 2GB RAM, 16GB ROM, Quad-core 1.3GHz, Dorado ",3
282,"https://images-na.ssl-images-amazon.com/images/I/81wxIgEOKcL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 plus 64GB color plata. Movistar pre-pago ,3
283,"https://images-na.ssl-images-amazon.com/images/I/61Y%2BNMuv05L._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS MAX Gris Espacial - 64 GB - Telcel Prepago ,3
284,"https://images-na.ssl-images-amazon.com/images/I/713BLHZNbCL._AC_UL200_SR200,200_.jpg",Smartphone,Samsung Galaxy S8 Plus color plata. AT&T pre-pago ,3
285,"https://images-na.ssl-images-amazon.com/images/I/31SBF7TOkdL._AC_UL200_SR200,200_.jpg",Smartphone,"Samsung Galaxy S8, color negro. Telcel pre-pago. ",3
286,"https://images-na.ssl-images-amazon.com/images/I/61kSwEUN-LL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS MAX Oro - 256GB - Telcel Prepago ,3
287,"https://images-na.ssl-images-amazon.com/images/I/416ntfTxfZL._AC_UL200_SR200,200_.jpg",ZTE,Smartphone Blade A521 Blanco AT&T pre-Pago ,3
288,"https://images-na.ssl-images-amazon.com/images/I/61AUCF1GWwL._AC_UL200_SR200,200_.jpg",Hisense,Smartphone F20 Negro AT&T pre-Pago ,3
289,"https://images-na.ssl-images-amazon.com/images/I/71%2B3w6OmA6L._AC_UL200_SR200,200_.jpg",Apple,"iPhone 7 plus 256 GB, negro ",3
290,"https://images-na.ssl-images-amazon.com/images/I/41co2FtpNRL._AC_UL200_SR200,200_.jpg",Samsung,"SM-G9650 Smartphone Galaxy S9+ 6.2"", color Negro. Telcel ",3
291,"https://images-na.ssl-images-amazon.com/images/I/71LrrVpuMkL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 64GB color gris. AT&T pre-pago ,3
292,"https://images-na.ssl-images-amazon.com/images/I/81jvEY2yw%2BL._AC_UL200_SR200,200_.jpg",GHIA,"Smartphone 3G - Pantalla de 5"" - 1GB de RAM - 8GB de Memoria - Dual SIM - Camara de 2.08mp - Wi-Fi - Bluetooth ",3
293,"https://images-na.ssl-images-amazon.com/images/I/51g6CNNep0L._AC_UL200_SR200,200_.jpg",Samsung,"SM-G9600 Smartphone Galaxy S9 5.8"", color Gris. Telcel ",3
294,"https://images-na.ssl-images-amazon.com/images/I/61r%2BDwYYYUL._AC_UL200_SR200,200_.jpg",Xiaomi,"5 Plus Smartphone 5.9"", Color Azul. Telcel/Desbloqueado ",3
295,"https://images-na.ssl-images-amazon.com/images/I/51WMaE0DPiL._AC_UL200_SR200,200_.jpg",Apple,iPhone 8 Plus 64 GB dorado ,3
296,"https://images-na.ssl-images-amazon.com/images/I/61ezYB5jJWL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Oro - 256GB - Telcel Prepago ,3
297,"https://images-na.ssl-images-amazon.com/images/I/41co2FtpNRL._AC_UL200_SR200,200_.jpg",Samsung,"SM-G9600 Smartphone Galaxy S9 5.8"", color Negro. Telcel ",3
298,"https://images-na.ssl-images-amazon.com/images/I/41CVYO46dWL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 Plus 256GB color gris. AT&T pre-pago ,3
299,"https://images-na.ssl-images-amazon.com/images/I/51z00fPJbML._AC_UL200_SR200,200_.jpg",Lanix,"Ilium M5 Smartphone 5.5"", Ilium M5 16 GB, Color Gris. Telcel/Desbloqueado ",3
300,"https://images-na.ssl-images-amazon.com/images/I/31dL24WgS1L._AC_UL200_SR200,200_.jpg",Smartphone,"Samsung Galaxy S8, color plateado. Telcel pre-pago ",3
301,"https://images-na.ssl-images-amazon.com/images/I/61Y%2BNMuv05L._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS MAX Gris Espacial - 256GB - Telcel Prepago ,3
302,"https://images-na.ssl-images-amazon.com/images/I/51-XBLc15%2BL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 Plus 64GB color plata. AT&T pre-pago ,3
303,"https://images-na.ssl-images-amazon.com/images/I/41r3sMIcnwL._AC_UL200_SR200,200_.jpg",Hisense,Smartphone L675 Pro Gris AT&T pre-Pago ,3
304,"https://images-na.ssl-images-amazon.com/images/I/81wxIgEOKcL._AC_UL200_SR200,200_.jpg",Smartphone,"Apple iPhone 8 Plus 256GB, Color Plata, AT&T Prepago ",3
305,"https://images-na.ssl-images-amazon.com/images/I/31UVp4vcxAL._AC_UL200_SR200,200_.jpg",SAMSUNG,"SM-G9600 Smartphone Galaxy 5.8"", Color Gris. AT&T/Prepago ",3
306,"https://images-na.ssl-images-amazon.com/images/I/61rkf8Eq6fL._AC_UL200_SR200,200_.jpg",Alcatel,"ALC5033 Alc5033 Equipo 5033A LTE, Rosa ",3
307,"https://images-na.ssl-images-amazon.com/images/I/31Pvw14nx1L._AC_UL200_SR200,200_.jpg",Apple,"iPhone 7 plus 32 GB, rosa dorado ",3
308,"https://images-na.ssl-images-amazon.com/images/I/81NvX%2BgrHWL._AC_UL200_SR200,200_.jpg",Apple,iPhone 6 - Smartphone ,3
309,"https://images-na.ssl-images-amazon.com/images/I/41bLA6x5JgL._AC_UL200_SR200,200_.jpg",Hisense,Smartphone U963 Rosa AT&T pre-Pago ,3
310,"https://images-na.ssl-images-amazon.com/images/I/51PVVDM9x6L._AC_UL200_SR200,200_.jpg",Smartphone,"Apple iPhone 7 128 GB, dorado. Telcel pre-pago ",3
311,"https://images-na.ssl-images-amazon.com/images/I/61kSwEUN-LL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS MAX Oro - 64GB - Telcel Prepago ,3
312,"https://images-na.ssl-images-amazon.com/images/I/61fTLHIaW%2BL._AC_UL200_SR200,200_.jpg",Samsung-,Smartphone Galaxy A 30 32 GB Negro ,3
313,"https://images-na.ssl-images-amazon.com/images/I/61ezYB5jJWL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Oro - 512GB - Telcel Prepago ,3
314,"https://images-na.ssl-images-amazon.com/images/I/41xXVO6N81L._AC_UL200_SR200,200_.jpg",motorola,Smartphone Moto Z2 Play xt171006 Gris AT&T pre-Pago ,3
315,"https://images-na.ssl-images-amazon.com/images/I/41IORsv4DBL._AC_UL200_SR200,200_.jpg",motorola,Smartphone Moto C xt1756 Negro AT&T pre-Pago ,3
316,"https://images-na.ssl-images-amazon.com/images/I/31NTwK91paL._AC_UL200_SR200,200_.jpg",Smartphone,Apple iPhone 8 256GB color plata. AT&T pre-pago ,3
317,"https://images-na.ssl-images-amazon.com/images/I/41ZYRUWMtIL._AC_UL200_SR200,200_.jpg",Hisense,Smartphone L675 Pro Plata AT&T pre-Pago ,3
318,"https://images-na.ssl-images-amazon.com/images/I/411uxEX4PCL._AC_UL200_SR200,200_.jpg",HUAWEI,Smartphone P10 Lite Azul AT&T pre-Pago ,3
319,"https://images-na.ssl-images-amazon.com/images/I/411te0WVwBL._AC_UL200_SR200,200_.jpg",Samsung,Smartphone Grand Prime Plus smg532m Dorado AT&T pre-Pago ,3
320,"https://images-na.ssl-images-amazon.com/images/I/61NhKRmmfBL._AC_UL200_SR200,200_.jpg",Apple,Smartphone iPhone XS Plata - 256GB - Telcel Prepago ,3
321,"https://images-na.ssl-images-amazon.com/images/I/51xHLxgGgkL._AC_UL200_SR200,200_.jpg",Smartphone,"Apple iPhone 7 128 GB, plateado. Telcel pre-pago  ",3
